direction,eps,frac_reachable
dct_u_2,52.4876,1
dct_u_2,53.6805,1
dct_u_2,54.8734,1
dct_u_2,56.0663,1
dct_u_2,57.2592,1
dct_u_2,58.4521,1
dct_u_2,59.645,1
dct_u_2,60.8379,1
dct_u_2,62.0308,1
dct_u_2,63.2237,1
dct_u_2,64.4166,1
dct_u_2,65.6095,1
dct_u_2,66.8024,1
dct_u_2,67.9953,1
dct_u_2,69.1882,1
dct_u_2,70.3811,1
dct_u_2,71.574,1
dct_u_3,0,0.0320856
dct_u_3,1.1929,0.217914
dct_u_3,2.3858,0.612299
dct_u_3,3.5787,0.915775
dct_u_3,4.7716,1
dct_u_3,5.9645,1
dct_u_3,7.1574,1
dct_u_3,8.35031,1
dct_u_3,9.54321,1
dct_u_3,10.7361,1
dct_u_3,11.929,1
dct_u_3,13.1219,1
dct_u_3,14.3148,1
dct_u_3,15.5077,1
dct_u_3,16.7006,1
dct_u_3,17.8935,1
dct_u_3,19.0864,1
dct_u_3,20.2793,1
dct_u_3,21.4722,1
dct_u_3,22.6651,1
dct_u_3,23.858,1
dct_u_3,25.0509,1
dct_u_3,26.2438,1
dct_u_3,27.4367,1
dct_u_3,28.6296,1
dct_u_3,29.8225,1
dct_u_3,31.0154,1
dct_u_3,32.2083,1
dct_u_3,33.4012,1
dct_u_3,34.5941,1
dct_u_3,35.787,1
dct_u_3,36.9799,1
dct_u_3,38.1728,1
dct_u_3,39.3657,1
dct_u_3,40.5586,1
dct_u_3,41.7515,1
dct_u_3,42.9444,1
dct_u_3,44.1373,1
dct_u_3,45.3302,1
dct_u_3,46.5231,1
dct_u_3,47.716,1
dct_u_3,48.9089,1
dct_u_3,50.1018,1
dct_u_3,51.2947,1
dct_u_3,52.4876,1
dct_u_3,53.6805,1
dct_u_3,54.8734,1
dct_u_3,56.0663,1
dct_u_3,57.2592,1
dct_u_3,58.4521,1
dct_u_3,59.645,1
dct_u_3,60.8379,1
dct_u_3,62.0308,1
dct_u_3,63.2237,1
dct_u_3,64.4166,1
dct_u_3,65.6095,1
dct_u_3,66.8024,1
dct_u_3,67.9953,1
dct_u_3,69.1882,1
dct_u_3,70.3811,1
dct_u_3,71.574,1
rand_2,0,0.0106952
rand_2,1.1929,0.117647
rand_2,2.3858,0.53877
rand_2,3.5787,0.927807
rand_2,4.7716,0.997326
rand_2,5.9645,1
rand_2,7.1574,1
rand_2,8.35031,1
rand_2,9.54321,1
rand_2,10.7361,1
rand_2,11.929,1
rand_2,13.1219,1
rand_2,14.3148,1
rand_2,15.5077,1
rand_2,16.7006,1
rand_2,17.8935,1
rand_2,19.0864,1
rand_2,20.2793,1
rand_2,21.4722,1
rand_2,22.6651,1
rand_2,23.858,1
rand_2,25.0509,1
rand_2,26.2438,1
rand_2,27.4367,1
rand_2,28.6296,1
rand_2,29.8225,1
rand_2,31.0154,1
rand_2,32.2083,1
rand_2,33.4012,1
rand_2,34.5941,1
rand_2,35.787,1
rand_2,36.9799,1
rand_2,38.1728,1
rand_2,39.3657,1
rand_2,40.5586,1
rand_2,41.7515,1
rand_2,42.9444,1
rand_2,44.1373,1
rand_2,45.3302,1
rand_2,46.5231,1
rand_2,47.716,1
rand_2,48.9089,1
rand_2,50.1018,1
rand_2,51.2947,1
rand_2,52.4876,1
rand_2,53.6805,1
rand_2,54.8734,1
rand_2,56.0663,1
rand_2,57.2592,1
rand_2,58.4521,1
rand_2,59.645,1
rand_2,60.8379,1
rand_2,62.0308,1
rand_2,63.2237,1
rand_2,64.4166,1
rand_2,65.6095,1
rand_2,66.8024,1
rand_2,67.9953,1
rand_2,69.1882,1
rand_2,70.3811,1
rand_2,71.574,1
rand_6,0,0.0307487
rand_6,1.1929,0.125668
rand_6,2.3858,0.338235
rand_6,3.5787,0.69385
rand_6,4.7716,0.962567
rand_6,5.9645,1
rand_6,7.1574,1
rand_6,8.35031,1
rand_6,9.54321,1
rand_6,10.7361,1
rand_6,11.929,1
rand_6,13.1219,1
rand_6,14.3148,1
rand_6,15.5077,1
rand_6,16.7006,1
rand_6,17.8935,1
rand_6,19.0864,1
rand_6,20.2793,1
rand_6,21.4722,1
rand_6,22.6651,1
rand_6,23.858,1
rand_6,25.0509,1
rand_6,26.2438,1
rand_6,27.4367,1
rand_6,28.6296,1
rand_6,29.8225,1
rand_6,31.0154,1
rand_6,32.2083,1
rand_6,33.4012,1
rand_6,34.5941,1
rand_6,35.787,1
rand_6,36.9799,1
rand_6,38.1728,1
rand_6,39.3657,1
rand_6,40.5586,1
rand_6,41.7515,1
rand_6,42.9444,1
rand_6,44.1373,1
rand_6,45.3302,1
rand_6,46.5231,1
rand_6,47.716,1
rand_6,48.9089,1
rand_6,50.1018,1
rand_6,51.2947,1
rand_6,52.4876,1
rand_6,53.6805,1
rand_6,54.8734,1
rand_6,56.0663,1
rand_6,57.2592,1
rand_6,58.4521,1
rand_6,59.645,1
rand_6,60.8379,1
rand_6,62.0308,1
rand_6,63.2237,1
rand_6,64.4166,1
rand_6,65.6095,1
rand_6,66.8024,1
rand_6,67.9953,1
rand_6,69.1882,1
rand_6,70.3811,1
rand_6,71.574,1
rand_8,0,0.00802139
rand_8,1.1929,0.0695187
rand_8,2.3858,0.449198
rand_8,3.5787,0.885027
rand_8,4.7716,0.986631
rand_8,5.9645,1
rand_8,7.1574,1
rand_8,8.35031,1
rand_8,9.54321,1
rand_8,10.7361,1
rand_8,11.929,1
rand_8,13.1219,1
rand_8,14.3148,1
rand_8,15.5077,1
rand_8,16.7006,1
rand_8,17.8935,1
rand_8,19.0864,1
rand_8,20.2793,1
rand_8,21.4722,1
rand_8,22.6651,1
rand_8,23.858,1
rand_8,25.0509,1
rand_8,26.2438,1
rand_8,27.4367,1
rand_8,28.6296,1
rand_8,29.8225,1
rand_8,31.0154,1
rand_8,32.2083,1
rand_8,33.4012,1
rand_8,34.5941,1
rand_8,35.787,1
rand_8,36.9799,1
rand_8,38.1728,1
rand_8,39.3657,1
rand_8,40.5586,1
rand_8,41.7515,1
rand_8,42.9444,1
rand_8,44.1373,1
rand_8,45.3302,1
rand_8,46.5231,1
rand_8,47.716,1
rand_8,48.9089,1
rand_8,50.1018,1
rand_8,51.2947,1
rand_8,52.4876,1
rand_8,53.6805,1
rand_8,54.8734,1
rand_8,56.0663,1
rand_8,57.2592,1
rand_8,58.4521,1
rand_8,59.645,1
rand_8,60.8379,1
rand_8,62.0308,1
rand_8,63.2237,1
rand_8,64.4166,1
rand_8,65.6095,1
rand_8,66.8024,1
rand_8,67.9953,1
rand_8,69.1882,1
rand_8,70.3811,1
rand_8,71.574,1
rand_10,0,0.0280749
rand_10,1.1929,0.270053
rand_10,2.3858,0.720588
rand_10,3.5787,0.959893
rand_10,4.7716,0.998663
rand_10,5.9645,1
rand_10,7.1574,1
rand_10,8.35031,1
rand_10,9.54321,1
rand_10,10.7361,1
rand_10,11.929,1
rand_10,13.1219,1
rand_10,14.3148,1
rand_10,15.5077,1
rand_10,16.7006,1
rand_10,17.8935,1
rand_10,19.0864,1
rand_10,20.2793,1
rand_10,21.4722,1
rand_10,22.6651,1
rand_10,23.858,1
rand_10,25.0509,1
rand_10,26.2438,1
rand_10,27.4367,1
rand_10,28.6296,1
rand_10,29.8225,1
rand_10,31.0154,1
rand_10,32.2083,1
rand_10,33.4012,1
rand_10,34.5941,1
rand_10,35.787,1
rand_10,36.9799,1
rand_10,38.1728,1
rand_10,39.3657,1
rand_10,40.5586,1
rand_10,41.7515,1
rand_10,42.9444,1
rand_10,44.1373,1
rand_10,45.3302,1
rand_10,46.5231,1
rand_10,47.716,1
rand_10,48.9089,1
rand_10,50.1018,1
rand_10,51.2947,1
rand_10,52.4876,1
rand_10,53.6805,1
rand_10,54.8734,1
rand_10,56.0663,1
rand_10,57.2592,1
rand_10,58.4521,1
rand_10,59.645,1
rand_10,60.8379,1
rand_10,62.0308,1
rand_10,63.2237,1
rand_10,64.4166,1
rand_10,65.6095,1
rand_10,66.8024,1
rand_10,67.9953,1
rand_10,69.1882,1
rand_10,70.3811,1
rand_10,71.574,1
rand_11,0,0.0240642
rand_11,1.1929,0.207219
rand_11,2.3858,0.668449
rand_11,3.5787,0.895722
rand_11,4.7716,0.979947
rand_11,5.9645,0.991979
rand_11,7.1574,1
rand_11,8.35031,1
rand_11,9.54321,1
rand_11,10.7361,1
rand_11,11.929,1
rand_11,13.1219,1
rand_11,14.3148,1
rand_11,15.5077,1
rand_11,16.7006,1
rand_11,17.8935,1
rand_11,19.0864,1
rand_11,20.2793,1
rand_11,21.4722,1
rand_11,22.6651,1
rand_11,23.858,1
rand_11,25.0509,1
rand_11,26.2438,1
rand_11,27.4367,1
rand_11,28.6296,1
rand_11,29.8225,1
rand_11,31.0154,1
rand_11,32.2083,1
rand_11,33.4012,1
rand_11,34.5941,1
rand_11,35.787,1
rand_11,36.9799,1
rand_11,38.1728,1
rand_11,39.3657,1
rand_11,40.5586,1
rand_11,41.7515,1
rand_11,42.9444,1
rand_11,44.1373,1
rand_11,45.3302,1
rand_11,46.5231,1
rand_11,47.716,1
rand_11,48.9089,1
rand_11,50.1018,1
rand_11,51.2947,1
rand_11,52.4876,1
rand_11,53.6805,1
rand_11,54.8734,1
rand_11,56.0663,1
rand_11,57.2592,1
rand_11,58.4521,1
rand_11,59.645,1
rand_11,60.8379,1
rand_11,62.0308,1
rand_11,63.2237,1
rand_11,64.4166,1
rand_11,65.6095,1
rand_11,66.8024,1
rand_11,67.9953,1
rand_11,69.1882,1
rand_11,70.3811,1
rand_11,71.574,1
rand_12,0,0.0280749
rand_12,1.1929,0.241979
rand_12,2.3858,0.729947
rand_12,3.5787,0.965241
rand_12,4.7716,0.998663
rand_12,5.9645,1
rand_12,7.1574,1
rand_12,8.35031,1
rand_12,9.54321,1
rand_12,10.7361,1
rand_12,11.929,1
rand_12,13.1219,1
rand_12,14.3148,1
rand_12,15.5077,1
rand_12,16.7006,1
rand_12,17.8935,1
rand_12,19.0864,1
rand_12,20.2793,1
rand_12,21.4722,1
rand_12,22.6651,1
rand_12,23.858,1
rand_12,25.0509,1
rand_12,26.2438,1
rand_12,27.4367,1
rand_12,28.6296,1
rand_12,29.8225,1
rand_12,31.0154,1
rand_12,32.2083,1
rand_12,33.4012,1
rand_12,34.5941,1
rand_12,35.787,1
rand_12,36.9799,1
rand_12,38.1728,1
rand_12,39.3657,1
rand_12,40.5586,1
rand_12,41.7515,1
rand_12,42.9444,1
rand_12,44.1373,1
rand_12,45.3302,1
rand_12,46.5231,1
rand_12,47.716,1
rand_12,48.9089,1
rand_12,50.1018,1
rand_12,51.2947,1
rand_12,52.4876,1
rand_12,53.6805,1
rand_12,54.8734,1
rand_12,56.0663,1
rand_12,57.2592,1
rand_12,58.4521,1
rand_12,59.645,1
rand_12,60.8379,1
rand_12,62.0308,1
rand_12,63.2237,1
rand_12,64.4166,1
rand_12,65.6095,1
rand_12,66.8024,1
rand_12,67.9953,1
rand_12,69.1882,1
rand_12,70.3811,1
rand_12,71.574,1
rand_15,0,0.0227273
rand_15,1.1929,0.223262
rand_15,2.3858,0.760695
rand_15,3.5787,0.974599
rand_15,4.7716,1
rand_15,5.9645,1
rand_15,7.1574,1
rand_15,8.35031,1
rand_15,9.54321,1
rand_15,10.7361,1
rand_15,11.929,1
rand_15,13.1219,1
rand_15,14.3148,1
rand_15,15.5077,1
rand_15,16.7006,1
rand_15,17.8935,1
rand_15,19.0864,1
rand_15,20.2793,1
rand_15,21.4722,1
rand_15,22.6651,1
rand_15,23.858,1
rand_15,25.0509,1
rand_15,26.2438,1
rand_15,27.4367,1
rand_15,28.6296,1
rand_15,29.8225,1
rand_15,31.0154,1
rand_15,32.2083,1
rand_15,33.4012,1
rand_15,34.5941,1
rand_15,35.787,1
rand_15,36.9799,1
rand_15,38.1728,1
rand_15,39.3657,1
rand_15,40.5586,1
rand_15,41.7515,1
rand_15,42.9444,1
rand_15,44.1373,1
rand_15,45.3302,1
rand_15,46.5231,1
rand_15,47.716,1
rand_15,48.9089,1
rand_15,50.1018,1
rand_15,51.2947,1
rand_15,52.4876,1
rand_15,53.6805,1
rand_15,54.8734,1
rand_15,56.0663,1
rand_15,57.2592,1
rand_15,58.4521,1
rand_15,59.645,1
rand_15,60.8379,1
rand_15,62.0308,1
rand_15,63.2237,1
rand_15,64.4166,1
rand_15,65.6095,1
rand_15,66.8024,1
rand_15,67.9953,1
rand_15,69.1882,1
rand_15,70.3811,1
rand_15,71.574,1
rand_17,0,0.0187166
rand_17,1.1929,0.129679
rand_17,2.3858,0.445187
rand_17,3.5787,0.903743
rand_17,4.7716,0.997326
rand_17,5.9645,1
rand_17,7.1574,1
rand_17,8.35031,1
rand_17,9.54321,1
rand_17,10.7361,1
rand_17,11.929,1
rand_17,13.1219,1
rand_17,14.3148,1
rand_17,15.5077,1
rand_17,16.7006,1
rand_17,17.8935,1
rand_17,19.0864,1
rand_17,20.2793,1
rand_17,21.4722,1
rand_17,22.6651,1
rand_17,23.858,1
rand_17,25.0509,1
rand_17,26.2438,1
rand_17,27.4367,1
rand_17,28.6296,1
rand_17,29.8225,1
rand_17,31.0154,1
rand_17,32.2083,1
rand_17,33.4012,1
rand_17,34.5941,1
rand_17,35.787,1
rand_17,36.9799,1
rand_17,38.1728,1
rand_17,39.3657,1
rand_17,40.5586,1
rand_17,41.7515,1
rand_17,42.9444,1
rand_17,44.1373,1
rand_17,45.3302,1
rand_17,46.5231,1
rand_17,47.716,1
rand_17,48.9089,1
rand_17,50.1018,1
rand_17,51.2947,1
rand_17,52.4876,1
rand_17,53.6805,1
rand_17,54.8734,1
rand_17,56.0663,1
rand_17,57.2592,1
rand_17,58.4521,1
rand_17,59.645,1
rand_17,60.8379,1
rand_17,62.0308,1
rand_17,63.2237,1
rand_17,64.4166,1
rand_17,65.6095,1
rand_17,66.8024,1
rand_17,67.9953,1
rand_17,69.1882,1
rand_17,70.3811,1
rand_17,71.574,1
rand_18,0,0.0374332
rand_18,1.1929,0.143048
rand_18,2.3858,0.426471
rand_18,3.5787,0.864973
rand_18,4.7716,0.995989
rand_18,5.9645,1
rand_18,7.1574,1
rand_18,8.35031,1
rand_18,9.54321,1
rand_18,10.7361,1
rand_18,11.929,1
rand_18,13.1219,1
rand_18,14.3148,1
rand_18,15.5077,1
rand_18,16.7006,1
rand_18,17.8935,1
rand_18,19.0864,1
rand_18,20.2793,1
rand_18,21.4722,1
rand_18,22.6651,1
rand_18,23.858,1
rand_18,25.0509,1
rand_18,26.2438,1
rand_18,27.4367,1
rand_18,28.6296,1
rand_18,29.8225,1
rand_18,31.0154,1
rand_18,32.2083,1
rand_18,33.4012,1
rand_18,34.5941,1
rand_18,35.787,1
rand_18,36.9799,1
rand_18,38.1728,1
rand_18,39.3657,1
rand_18,40.5586,1
rand_18,41.7515,1
rand_18,42.9444,1
rand_18,44.1373,1
rand_18,45.3302,1
rand_18,46.5231,1
rand_18,47.716,1
rand_18,48.9089,1
rand_18,50.1018,1
rand_18,51.2947,1
rand_18,52.4876,1
rand_18,53.6805,1
rand_18,54.8734,1
rand_18,56.0663,1
rand_18,57.2592,1
rand_18,58.4521,1
rand_18,59.645,1
rand_18,60.8379,1
rand_18,62.0308,1
rand_18,63.2237,1
rand_18,64.4166,1
rand_18,65.6095,1
rand_18,66.8024,1
rand_18,67.9953,1
rand_18,69.1882,1
rand_18,70.3811,1
rand_18,71.574,1
rand_21,0,0.0508021
rand_21,1.1929,0.346257
rand_21,2.3858,0.802139
rand_21,3.5787,0.958556
rand_21,4.7716,0.993316
rand_21,5.9645,1
rand_21,7.1574,1
rand_21,8.35031,1
rand_21,9.54321,1
rand_21,10.7361,1
rand_21,11.929,1
rand_21,13.1219,1
rand_21,14.3148,1
rand_21,15.5077,1
rand_21,16.7006,1
rand_21,17.8935,1
rand_21,19.0864,1
rand_21,20.2793,1
rand_21,21.4722,1
rand_21,22.6651,1
rand_21,23.858,1
rand_21,25.0509,1
rand_21,26.2438,1
rand_21,27.4367,1
rand_21,28.6296,1
rand_21,29.8225,1
rand_21,31.0154,1
rand_21,32.2083,1
rand_21,33.4012,1
rand_21,34.5941,1
rand_21,35.787,1
rand_21,36.9799,1
rand_21,38.1728,1
rand_21,39.3657,1
rand_21,40.5586,1
rand_21,41.7515,1
rand_21,42.9444,1
rand_21,44.1373,1
rand_21,45.3302,1
rand_21,46.5231,1
rand_21,47.716,1
rand_21,48.9089,1
rand_21,50.1018,1
rand_21,51.2947,1
rand_21,52.4876,1
rand_21,53.6805,1
rand_21,54.8734,1
rand_21,56.0663,1
rand_21,57.2592,1
rand_21,58.4521,1
rand_21,59.645,1
rand_21,60.8379,1
rand_21,62.0308,1
rand_21,63.2237,1
rand_21,64.4166,1
rand_21,65.6095,1
rand_21,66.8024,1
rand_21,67.9953,1
rand_21,69.1882,1
rand_21,70.3811,1
rand_21,71.574,1
rand_23,0,0.0013369
rand_23,1.1929,0.0574866
rand_23,2.3858,0.410428
rand_23,3.5787,0.874332
rand_23,4.7716,0.995989
